Satellite_ID,Timestamp,Value,Category
Satellite_B,2023-02-01 06:20:00,7022.752269301524,0
Satellite_B,2023-02-01 06:30:00,7017.223124794224,0
Satellite_B,2023-02-01 06:40:00,7022.313638804279,0
Satellite_B,2023-02-01 06:50:00,7020.89012022664,0
Satellite_B,2023-02-01 07:00:00,7025.981051351651,0
Satellite_B,2023-02-01 07:10:00,7017.867231675356,0
Satellite_B,2023-02-01 07:20:00,7028.50401137884,0
Satellite_B,2023-02-01 07:30:00,7021.36645418358,0
Satellite_B,2023-02-01 07:40:00,7024.58466426984,0
Satellite_B,2023-02-01 07:50:00,7020.831802783335,0
Satellite_B,2023-02-01 08:00:00,7024.9989036858515,0
Satellite_B,2023-02-01 08:10:00,7022.620153559272,0
Satellite_B,2023-02-01 08:20:00,7023.093616720277,0
Satellite_B,2023-02-01 08:30:00,7025.260764779783,0
Satellite_B,2023-02-01 08:40:00,7032.2464892569205,1
Satellite_B,2023-02-01 08:50:00,7032.903596931619,1
Satellite_B,2023-02-01 09:00:00,7027.375406999346,0
Satellite_B,2023-02-01 09:10:00,7026.5292155671395,0
Satellite_B,2023-02-01 09:20:00,7026.179808583157,0
Satellite_B,2023-02-01 09:30:00,7030.143180837846,1
Satellite_B,2023-02-01 09:40:00,7026.81774669645,0
Satellite_B,2023-02-01 09:50:00,7032.258833353685,1
Satellite_B,2023-02-01 10:00:00,7032.113740261471,1
Satellite_B,2023-02-01 10:10:00,7033.1346831357205,1
Satellite_B,2023-02-01 10:20:00,7030.0379103863315,1
Satellite_B,2023-02-01 10:30:00,7031.938947029082,1
Satellite_B,2023-02-01 10:40:00,7035.297432035749,1
Satellite_B,2023-02-01 10:50:00,7033.905951101167,1
Satellite_B,2023-02-01 11:00:00,7030.813371927598,1
Satellite_B,2023-02-01 11:10:00,7032.8388175315595,1
Satellite_B,2023-02-01 11:20:00,7031.440075156428,1
Satellite_B,2023-02-01 11:30:00,7032.03490331943,1
Satellite_B,2023-02-01 11:40:00,7035.163239982926,1
Satellite_B,2023-02-01 11:50:00,7034.795739725703,1
Satellite_B,2023-02-01 12:00:00,7032.7214435742135,1
Satellite_B,2023-02-01 12:10:00,7035.820243824433,1
Satellite_B,2023-02-01 12:20:00,7035.878597554419,1
Satellite_B,2023-02-01 12:30:00,7038.651135357034,1
Satellite_B,2023-02-01 12:40:00,7037.780540309795,1
Satellite_B,2023-02-01 12:50:00,7039.688353731164,1
Satellite_B,2023-02-01 13:00:00,7040.615699508404,1
Satellite_B,2023-02-01 13:10:00,7038.932629360339,1
Satellite_B,2023-02-01 13:20:00,7042.843068209638,1
Satellite_B,2023-02-01 13:30:00,7037.1143191158835,1
Satellite_B,2023-02-01 13:40:00,7043.871469017069,1
Satellite_B,2023-02-01 13:50:00,7036.547107179018,1
Satellite_B,2023-02-01 14:00:00,7042.631129897888,1
Satellite_B,2023-02-01 14:10:00,7043.478456389944,1
Satellite_B,2023-02-01 14:20:00,7045.524982224581,1
Satellite_B,2023-02-01 14:30:00,7046.706135747569,1
Satellite_B,2023-02-01 14:40:00,7042.260539645095,1
Satellite_B,2023-02-01 14:50:00,7046.5741478257505,1
Satellite_B,2023-02-01 15:00:00,7051.171985342458,1
Satellite_B,2023-02-01 15:10:00,7045.122329917935,1
Satellite_B,2023-02-01 15:20:00,7050.992763547174,1
Satellite_B,2023-02-01 15:30:00,7046.468420838013,1
Satellite_B,2023-02-01 15:40:00,7046.365623804601,1
Satellite_B,2023-02-01 15:50:00,7048.865968435972,1
Satellite_B,2023-02-01 16:00:00,7049.759382044421,1
Satellite_B,2023-02-01 16:10:00,7048.3112356470065,1
Satellite_B,2023-02-01 16:20:00,7051.765839025504,1
Satellite_B,2023-02-01 16:30:00,7046.88866451248,1
Satellite_B,2023-02-01 16:40:00,7054.545253586423,1
Satellite_B,2023-02-01 16:50:00,7052.081952933005,1
Satellite_B,2023-02-01 17:00:00,7051.25757376373,1
Satellite_B,2023-02-01 17:10:00,7051.221085851573,1
Satellite_B,2023-02-01 17:20:00,7052.7199498705395,1
Satellite_B,2023-02-01 17:30:00,7054.913657895945,1
Satellite_B,2023-02-01 17:40:00,7054.13682662915,1
Satellite_B,2023-02-01 17:50:00,7054.648204014429,1
Satellite_B,2023-02-01 18:00:00,7049.041102264081,1
Satellite_B,2023-02-01 18:10:00,7052.701341039917,1
Satellite_B,2023-02-01 18:20:00,7055.7427339264805,1
Satellite_B,2023-02-01 18:30:00,7058.05222573312,1
Satellite_B,2023-02-01 18:40:00,7057.804179551718,1
Satellite_B,2023-02-01 18:50:00,7053.295689251985,1
Satellite_B,2023-02-01 19:00:00,7059.546378621028,1
Satellite_B,2023-02-01 19:10:00,7055.951300268899,1
Satellite_B,2023-02-01 19:20:00,7058.29915766155,1
Satellite_B,2023-02-01 19:30:00,7058.962533701697,1
Satellite_B,2023-02-01 19:40:00,7059.16524374352,1
Satellite_B,2023-02-01 19:50:00,7062.980731264562,2
Satellite_B,2023-02-01 20:00:00,7063.2436287897635,2
Satellite_B,2023-02-01 20:10:00,7054.398119541113,1
Satellite_B,2023-02-01 20:20:00,7060.303007882109,2
Satellite_B,2023-02-01 20:30:00,7058.819415447043,1
Satellite_B,2023-02-01 20:40:00,7061.407678296878,2
Satellite_B,2023-02-01 20:50:00,7063.8260247018325,2
Satellite_B,2023-02-01 21:00:00,7060.773658659425,2
Satellite_B,2023-02-01 21:10:00,7063.222371260132,2
Satellite_B,2023-02-01 21:20:00,7060.757710613288,2
Satellite_B,2023-02-01 21:30:00,7066.043922262832,2
Satellite_B,2023-02-01 21:40:00,7070.911011373458,2
Satellite_B,2023-02-01 21:50:00,7069.707117875675,2
Satellite_B,2023-02-01 22:00:00,7062.662094609507,2
Satellite_B,2023-02-01 22:10:00,7064.656632640199,2
Satellite_B,2023-02-01 22:20:00,7066.319769568331,2
Satellite_B,2023-02-01 22:30:00,7065.108199022139,2
Satellite_B,2023-02-01 22:40:00,7066.326024543685,2
Satellite_B,2023-02-01 22:50:00,7070.829424760636,2
Satellite_B,2023-02-01 23:00:00,7069.607961268403,2
Satellite_B,2023-02-01 23:10:00,7074.619135172256,2
Satellite_B,2023-02-01 23:20:00,7070.03527418407,2
Satellite_B,2023-02-01 23:30:00,7069.804366287825,2
Satellite_B,2023-02-01 23:40:00,7074.0946390442905,2
Satellite_B,2023-02-01 23:50:00,7073.122271554846,2
Satellite_B,2023-02-02 00:00:00,7074.572007506869,2
Satellite_B,2023-02-02 00:10:00,7069.575738902008,2
Satellite_B,2023-02-02 00:20:00,7073.835097675694,2
Satellite_B,2023-02-02 00:30:00,7068.897354766046,2
Satellite_B,2023-02-02 00:40:00,7076.147594236592,2
Satellite_B,2023-02-02 00:50:00,7077.929428495037,2
Satellite_B,2023-02-02 01:00:00,7075.885223522364,2
Satellite_B,2023-02-02 01:10:00,7076.705501218776,2
Satellite_B,2023-02-02 01:20:00,7077.85233913102,2
Satellite_B,2023-02-02 01:30:00,7077.219115867615,2
Satellite_B,2023-02-02 01:40:00,7077.941331780326,2
Satellite_B,2023-02-02 01:50:00,7075.281199732517,2
Satellite_B,2023-02-02 02:00:00,7076.546332549721,2
Satellite_B,2023-02-02 02:10:00,7076.3322283218695,2
Satellite_B,2023-02-02 02:20:00,7075.463268171846,2
Satellite_B,2023-02-02 02:30:00,7078.564131670581,2
Satellite_B,2023-02-02 02:40:00,7078.101530338852,2
Satellite_B,2023-02-02 02:50:00,7080.406993281064,3
Satellite_B,2023-02-02 03:00:00,7078.45865901353,2
Satellite_B,2023-02-02 03:10:00,7080.833132081469,3
Satellite_B,2023-02-02 03:20:00,7086.8662520451135,3
Satellite_B,2023-02-02 03:30:00,7081.89732511232,3
Satellite_B,2023-02-02 03:40:00,7083.143533459611,3
Satellite_B,2023-02-02 03:50:00,7083.204614921255,3
Satellite_B,2023-02-02 04:00:00,7083.373631517358,3
Satellite_B,2023-02-02 04:10:00,7076.426495388308,2
Satellite_B,2023-02-02 04:20:00,7084.747136979569,3
Satellite_B,2023-02-02 04:30:00,7089.601156764948,3
Satellite_B,2023-02-02 04:40:00,7086.895991824046,3
Satellite_B,2023-02-02 04:50:00,7085.094812094328,3
Satellite_B,2023-02-02 05:00:00,7087.60328012842,3
Satellite_B,2023-02-02 05:10:00,7089.179823214517,3
Satellite_B,2023-02-02 05:20:00,7089.825986543133,3
Satellite_B,2023-02-02 05:30:00,7084.5642201911805,3
Satellite_B,2023-02-02 05:40:00,7086.787312475761,3
Satellite_B,2023-02-02 05:50:00,7092.7234781737125,3
Satellite_B,2023-02-02 06:00:00,7086.36770988194,3
Satellite_B,2023-02-02 06:10:00,7091.515059135409,3
Satellite_B,2023-02-02 06:20:00,7090.804262858543,3
Satellite_B,2023-02-02 06:30:00,7097.891524268966,3
Satellite_B,2023-02-02 06:40:00,7090.753765200682,3
Satellite_B,2023-02-02 06:50:00,7096.065353580219,3
Satellite_B,2023-02-02 07:00:00,7099.190298278007,3
Satellite_B,2023-02-02 07:10:00,7098.3340707730495,3
Satellite_B,2023-02-02 07:20:00,7097.501043470719,3
Satellite_B,2023-02-02 07:30:00,7088.083700589585,3
Satellite_B,2023-02-02 07:40:00,7094.402371915304,3
Satellite_B,2023-02-02 07:50:00,7096.617305378663,3
Satellite_B,2023-02-02 08:00:00,7092.580486391428,3
Satellite_B,2023-02-02 08:10:00,7093.879316681016,3
Satellite_B,2023-02-02 08:20:00,7094.139391306649,3
Satellite_B,2023-02-02 08:30:00,7091.1551658829985,3
Satellite_B,2023-02-02 08:40:00,7097.82953313552,3
Satellite_B,2023-02-02 08:50:00,7098.953788429891,3
Satellite_B,2023-02-02 09:00:00,7100.548729557449,3
Satellite_B,2023-02-02 09:10:00,7102.670923839307,3
