Timestamp,Value
2021/5/19 15:12,42164.8433
2021/5/20 3:16,42164.8315
2021/5/22 1:49,42164.7939
2021/5/23 1:53,42164.7634
2021/5/24 0:20,42164.7236
2021/5/25 2:08,42164.6655
2021/5/26 2:08,42164.5977
2021/5/27 14:25,42164.4718
2021/5/28 14:32,42164.3796
2021/5/29 1:53,42164.3356
2021/5/30 0:59,42164.2397
2021/5/31 2:23,42164.1307
2021/6/1 1:13,42164.0323
2021/6/2 7:27,42163.8997
2021/6/3 7:42,42163.7979
2021/6/4 1:34,42163.7245
2021/6/5 1:41,42163.6294
2021/6/6 7:00,42163.524
2021/6/7 7:21,42163.4439
2021/6/8 7:36,42163.3716
2021/6/9 21:06,42163.2754
2021/6/10 6:37,42163.2535
2021/6/11 6:55,42163.2048
2021/6/12 5:46,42163.1652
2021/6/13 6:12,42163.1305
2021/6/14 1:01,42163.1047
2021/6/15 6:47,42163.0775
2021/6/16 23:39,42163.0397
2021/6/17 23:46,42163.0175
2021/6/18 7:31,42163.0091
2021/6/19 6:25,42162.9791
2021/6/20 6:47,42162.9388
2021/6/21 20:48,42162.8538
2021/6/23 21:02,42166.7152
2021/6/24 21:08,42166.6375
2021/6/25 17:22,42166.5582
2021/6/26 7:36,42166.4968
2021/6/27 17:55,42166.3549
2021/6/28 18:18,42166.2501
2021/6/29 20:00,42166.1388
2021/6/30 8:04,42166.0858
2021/7/1 8:10,42165.9843
2021/7/2 20:21,42165.8391
2021/7/3 20:28,42165.7516
2021/7/4 20:35,42165.6722
2021/7/5 20:42,42165.6016
2021/7/6 6:45,42165.5747
2021/7/7 19:13,42165.4875
2021/7/8 7:16,42165.4639
2021/7/9 5:56,42165.4233
2021/7/10 7:57,42165.3849
2021/7/11 6:42,42165.3563
2021/7/12 7:07,42165.3299
2021/7/13 7:12,42165.3061
2021/7/14 18:19,42165.2699
2021/7/15 6:16,42165.2576
2021/7/16 6:38,42165.2271
2021/7/17 6:49,42165.1898
2021/7/18 20:30,42165.116
2021/7/19 18:16,42165.0614
2021/7/20 7:50,42165.0227
2021/7/21 19:08,42164.9131
2021/7/22 19:15,42164.8278
2021/7/23 19:22,42164.7362
2021/7/24 7:25,42164.6854
2021/7/25 7:44,42164.5859
2021/7/26 7:39,42164.4856
2021/7/27 6:58,42164.3869
2021/7/28 7:53,42164.2826
2021/7/29 8:00,42164.1839
2021/7/30 7:42,42164.0911
2021/7/31 6:24,42164.007
2021/8/1 6:40,42163.9255
2021/8/2 7:02,42163.852
2021/8/3 7:16,42163.7881
2021/8/4 7:35,42163.7332
2021/8/5 6:30,42163.6894
2021/8/6 7:13,42163.6505
2021/8/7 7:20,42163.6191
2021/8/8 7:12,42163.5924
2021/8/9 7:34,42163.5675
2021/8/10 21:28,42163.5252
2021/8/11 19:52,42163.4991
2021/8/12 6:50,42163.4837
2021/8/13 8:02,42163.4436
2021/8/14 20:13,42163.3744
2021/8/15 20:20,42163.3158
2021/8/16 17:00,42163.2572
2021/8/17 20:34,42163.1725
2021/8/18 18:57,42163.096
2021/8/19 7:37,42163.0484
2021/8/20 7:08,42162.9589
2021/8/21 7:15,42162.8628
2021/8/22 19:25,42162.7148
2021/8/23 7:29,42162.6621
2021/8/24 19:51,42164.3496
2021/8/25 1:46,42166.1898
2021/8/26 7:50,42166.4715
2021/8/27 7:57,42166.3748
2021/8/28 8:04,42166.2871
2021/8/29 8:10,42166.2105
2021/8/30 6:07,42166.1463
2021/8/31 6:33,42166.0844
2021/9/1 4:21,42166.0375
2021/9/2 6:21,42165.9924
2021/9/3 7:12,42165.9576
2021/9/4 7:31,42165.9299
2021/9/5 17:36,42165.8932
2021/9/6 19:27,42165.8685
2021/9/7 19:34,42165.8424
2021/9/8 19:41,42165.8107
2021/9/9 19:21,42165.7729
2021/9/10 5:21,42165.7513
2021/9/11 16:35,42165.6759
2021/9/12 17:30,42165.61
2021/9/13 5:43,42165.5722
2021/9/14 18:39,42165.4567
2021/9/15 18:46,42165.3717
2021/9/16 18:53,42165.2814
2021/9/17 19:00,42165.187
2021/9/18 7:04,42165.1362
2021/9/19 17:31,42164.996
2021/9/20 6:03,42164.9428
2021/9/21 5:41,42164.8458
2021/9/22 6:39,42164.746
2021/9/23 5:33,42164.6574
2021/9/24 7:17,42164.5643
2021/9/25 4:43,42164.4906
2021/9/26 6:16,42164.4127
2021/9/27 6:23,42164.3476
2021/9/28 5:21,42164.2935
2021/9/29 13:31,42164.2324
2021/9/30 5:01,42164.21
2021/10/1 5:00,42164.1811
2021/10/2 5:03,42164.1573
2021/10/3 5:22,42164.1368
2021/10/4 15:49,42164.1054
2021/10/5 17:39,42164.078
2021/10/6 17:46,42164.0457
2021/10/7 16:10,42164.0073
2021/10/8 16:17,42163.9569
2021/10/9 16:24,42163.8966
2021/10/10 16:31,42163.8273
2021/10/11 14:54,42163.7567
2021/10/12 2:58,42163.7133
2021/10/13 1:21,42163.6339
2021/10/14 14:23,42163.4941
2021/10/15 15:22,42163.3915
2021/10/16 4:47,42163.3323
2021/10/17 15:36,42163.1865
2021/10/18 3:40,42163.135
2021/10/19 4:09,42163.0341
2021/10/20 4:20,42162.9376
2021/10/21 14:21,42162.8084
2021/10/22 4:08,42162.7619
2021/10/23 4:15,42162.6826
2021/10/24 14:42,42162.5819
2021/10/25 1:02,42162.5556
2021/10/26 2:52,42162.4959
2021/10/27 15:02,42166.3555
2021/10/28 15:09,42166.0824
2021/10/29 3:13,42166.0572
2021/10/30 4:16,42166.0389
2021/10/31 3:27,42166.0227
2021/11/1 3:34,42166.0017
2021/11/2 15:44,42165.9621
2021/11/3 15:51,42165.9307
2021/11/4 14:15,42165.8915
2021/11/5 14:22,42165.8402
2021/11/6 1:33,42165.8088
2021/11/7 6:37,42165.7286
2021/11/8 14:43,42165.6251
2021/11/9 2:46,42165.5794
2021/11/10 7:24,42165.4724
2021/11/11 15:03,42165.3445
2021/11/12 19:48,42165.2192
2021/11/13 5:10,42165.1788
2021/11/14 5:45,42165.072
2021/11/15 1:44,42164.9871
2021/11/16 4:27,42164.8769
2021/11/17 1:17,42164.7953
2021/11/18 2:05,42164.7039
2021/11/19 2:12,42164.6221
2021/11/20 2:19,42164.5472
2021/11/21 14:29,42164.4494
2021/11/22 14:36,42164.3947
2021/11/23 0:56,42164.3743
2021/11/24 1:03,42164.3311
2021/11/25 1:10,42164.2958
2021/11/26 1:17,42164.2675
2021/11/27 1:24,42164.2448
2021/11/28 1:31,42164.2246
2021/11/29 1:38,42164.2044
2021/11/30 1:45,42164.1806
2021/12/1 1:52,42164.1508
2021/12/2 0:20,42164.1161
2021/12/3 6:30,42164.0572
2021/12/4 21:09,42163.9571
2021/12/5 21:00,42163.8823
2021/12/6 0:43,42163.8686
2021/12/7 6:05,42163.7648
2021/12/8 17:10,42163.6224
2021/12/9 21:44,42163.4985
2021/12/10 1:11,42163.4834
2021/12/11 21:58,42163.283
2021/12/12 20:21,42163.1837
2021/12/13 20:28,42163.0817
2021/12/14 20:35,42162.9853
2021/12/15 6:57,42162.9472
2021/12/16 1:47,42162.8805
2021/12/17 5:57,42166.538
2021/12/18 6:22,42166.4553
2021/12/19 21:10,42166.3622
2021/12/20 5:17,42166.3375
2021/12/21 5:38,42166.2843
2021/12/22 7:44,42166.2408
2021/12/23 7:51,42166.2066
2021/12/24 7:58,42166.1786
2021/12/25 8:04,42166.1547
2021/12/26 21:58,42166.1197
2021/12/27 20:22,42166.0956
2021/12/28 23:55,42166.0605
2021/12/29 18:43,42166.0317
2021/12/30 20:42,42165.982
2021/12/31 20:49,42165.9271
2022/1/1 20:56,42165.862
2022/1/2 21:03,42165.7872
2022/1/3 7:23,42165.7558
2022/1/4 7:30,42165.6678
2022/1/5 21:24,42165.5108
2022/1/6 7:44,42165.4681
2022/1/7 19:54,42165.3058
2022/1/8 7:58,42165.2512
2022/1/9 8:04,42165.1429
2022/1/10 7:11,42165.044
2022/1/11 5:57,42164.9526
2022/1/12 22:12,42165.0995
2022/1/13 20:35,42165.0238
2022/1/14 6:56,42164.9899
2022/1/15 6:59,42164.9304
2022/1/16 7:08,42164.8752
2022/1/17 7:16,42164.8278
2022/1/18 19:38,42164.7698
2022/1/19 6:36,42164.751
2022/1/20 6:56,42164.7208
2022/1/21 7:44,42164.6924
2022/1/22 19:54,42164.654
2022/1/23 7:58,42164.6411
2022/1/24 18:24,42164.5977
2022/1/25 20:15,42164.5596
2022/1/26 20:22,42164.5175
2022/1/27 20:28,42164.4679
2022/1/28 20:29,42164.4104
2022/1/29 20:42,42164.3437
2022/1/30 20:49,42164.268
2022/1/31 20:56,42164.1836
2022/2/1 21:26,42140.5725
2022/2/2 4:41,42141.208
2022/2/11 18:46,42125.7783
2022/2/12 6:50,42125.7386
2022/2/13 6:57,42125.6659
2022/2/14 7:04,42125.5968
2022/2/15 19:14,42125.5045
2022/2/16 7:18,42125.4718
2022/2/17 7:25,42125.4122
2022/2/18 19:35,42125.3216
2022/2/19 19:42,42125.257
2022/2/20 6:45,42125.2279
2022/2/21 18:13,42125.1196
2022/2/22 18:20,42125.0391
2022/2/23 17:11,42124.956
2022/2/24 6:30,42124.9057
2022/2/25 15:13,42124.765
2022/2/26 6:46,42124.6937
2022/2/27 18:54,42124.5074
2022/2/28 6:56,42124.4445
2022/3/1 17:25,42124.2401
2022/3/2 17:32,42124.0902
2022/3/3 18:27,42123.9291
2022/3/4 7:12,42123.8444
2022/3/5 5:49,42123.6925
2022/3/6 16:16,42123.4665
2022/3/7 6:03,42123.374
2022/3/8 5:11,42123.2288
2022/3/9 6:17,42123.0792
2022/3/10 4:42,42122.9528
2022/3/11 4:48,42122.8242
2022/3/12 4:54,42122.7037
2022/3/13 5:01,42122.5904
2022/3/14 17:12,42122.4352
2022/3/15 17:19,42122.3354
2022/3/16 4:36,42122.287
2022/3/17 15:49,42122.1475
2022/3/18 19:40,42122.032
2022/3/19 12:37,42121.9615
2022/3/20 16:10,42121.8377
2022/3/21 16:30,42121.7241
2022/3/22 12:58,42121.6257
2022/3/23 13:04,42121.5007
2022/3/24 19:01,42121.3349
2022/3/25 13:18,42121.2284
2022/3/26 18:48,42121.0466
2022/3/27 11:49,42120.9362
2022/3/28 11:56,42120.7732
2022/3/29 15:29,42120.5777
2022/3/30 12:09,42120.4281
2022/3/31 15:43,42120.224
2022/4/1 12:23,42120.0705
2022/4/2 14:01,42119.881
2022/4/3 2:17,42119.7887
2022/4/4 12:44,42119.5485
2022/4/5 14:34,42119.376
2022/4/6 12:58,42119.2346
2022/4/7 14:48,42119.0811
2022/4/8 2:51,42119.0129
2022/4/9 14:16,42118.8297
2022/4/10 14:06,42118.7168
2022/4/11 1:29,42118.6617
2022/4/12 11:56,42118.5194
2022/4/13 14:07,42118.4115
2022/4/14 12:09,42118.3234
2022/4/15 21:56,42118.1859
2022/4/16 12:23,42118.1252
2022/4/17 12:30,42118.0215
2022/4/18 15:58,42117.8971
2022/4/19 14:09,42117.7925
2022/4/20 11:07,42117.6897
2022/4/21 0:54,42142.6338
2022/4/22 1:01,42166.2178
2022/4/23 13:11,42165.9596
2022/4/24 11:34,42165.8177
2022/4/25 11:41,42165.6669
2022/4/26 1:27,42165.5764
2022/4/27 0:47,42165.4154
2022/4/28 12:01,42165.1673
2022/4/29 0:04,42165.0807
2022/4/30 20:51,42164.7782
2022/5/1 14:28,42164.6658
2022/5/2 12:27,42164.5273
2022/5/3 15:23,42164.3653
2022/5/4 20:42,42164.201
2022/5/6 0:52,42164.0555
2022/5/7 0:43,42163.9417
2022/5/8 23:36,42163.7407
2022/5/9 11:30,42163.6981
2022/5/10 22:17,42163.5655
2022/5/11 11:44,42163.519
2022/5/12 11:50,42163.431
2022/5/13 11:57,42163.3413
2022/5/14 21:52,42163.2104
2022/5/16 22:37,42163.0004
2022/5/17 16:51,42162.9189
2022/5/19 22:10,42163.0873
2022/5/20 23:03,42162.4765
2022/5/21 19:43,42162.3524
2022/5/22 19:50,42162.194
2022/5/23 19:56,42162.1514
2022/5/24 11:26,42161.942
2022/5/25 20:09,42166.6072
2022/5/26 22:06,42166.4135
2022/5/27 22:43,42166.2086
2022/5/28 22:11,42166.0409
2022/5/29 20:51,42165.9321
2022/5/30 20:30,42165.7917
2022/5/31 21:01,42165.6549
2022/6/1 21:39,42165.5225
2022/6/2 20:20,42165.4073
2022/6/3 22:52,42165.2868
2022/6/4 21:55,42165.1844
2022/6/5 21:18,42165.0866
2022/6/6 19:45,42165.0014
2022/6/7 19:51,42164.9136
2022/6/8 21:41,42164.8214
2022/6/9 20:05,42164.7407
2022/6/10 21:17,42164.647
2022/6/11 21:18,42164.5548
2022/6/12 22:08,42164.4525
2022/6/13 21:22,42164.3513
2022/6/14 20:37,42164.2403
2022/6/15 21:07,42164.1138
2022/6/18 19:20,42163.6911
2022/6/19 19:58,42163.5229
2022/6/20 17:50,42163.3671
2022/6/22 21:29,42166.0423
2022/6/23 19:53,42165.8626
2022/6/25 20:06,42165.5332
2022/6/27 4:49,42165.3297
2022/6/28 4:55,42165.199
2022/6/29 5:02,42165.0706
2022/6/30 23:02,42164.8663
2022/7/1 20:45,42164.767
2022/7/2 20:51,42164.6636
2022/7/4 5:39,42164.5357
2022/7/5 19:27,42164.3928
2022/7/7 6:20,42164.2647
2022/7/8 4:17,42164.1822
2022/7/9 4:24,42164.0906
2022/7/10 16:34,42163.9459
2022/7/12 4:18,42163.787
2022/7/13 5:31,42163.6639
2022/7/14 4:56,42163.5386
2022/7/15 6:03,42163.3923
2022/7/16 5:09,42163.2468
2022/7/17 5:16,42163.0856
2022/7/18 5:22,42162.9163
2022/7/19 5:35,42162.742
2022/7/21 3:59,42166.2402
2022/7/22 4:50,42166.0872
2022/7/23 4:11,42165.926
2022/7/24 5:52,42165.7642
2022/7/25 5:52,42165.6198
2022/7/26 16:34,42165.432
2022/7/27 4:37,42165.3728
2022/7/28 4:43,42165.2556
2022/7/29 4:53,42165.1446
2022/7/30 4:35,42165.0403
2022/7/31 18:18,42164.882
2022/8/1 18:56,42164.7864
2022/8/2 5:16,42164.7474
2022/8/3 5:22,42164.6557
2022/8/4 15:48,42164.5268
2022/8/5 19:29,42164.4222
2022/8/6 5:41,42164.3793
2022/8/7 5:48,42164.2812
2022/8/8 18:16,42164.1242
2022/8/9 18:16,42164.0096
2022/8/10 4:24,42163.9552
2022/8/11 3:45,42163.8293
2022/8/12 4:37,42163.6835
2022/8/13 16:47,42163.4509
2022/8/15 22:04,42163.0711
2022/8/16 23:03,42162.8891
2022/8/18 5:16,42166.0989
2022/8/20 17:32,42165.6964
2022/8/21 5:35,42165.6294
2022/8/22 3:58,42165.5018
2022/8/23 4:05,42165.3745
2022/8/24 4:11,42165.2556
2022/8/25 3:42,42165.1463
2022/8/26 4:23,42165.0356
2022/8/27 2:47,42164.9394
2022/8/28 4:36,42164.8309
2022/8/29 4:43,42164.7337
2022/8/30 4:49,42164.6389
2022/8/31 4:56,42164.545
2022/9/1 3:19,42164.4575
2022/9/2 15:13,42164.3176
2022/9/3 17:55,42164.2086
2022/9/4 12:15,42164.1304
2022/9/5 12:21,42164.0225
2022/9/6 17:03,42163.8809
2022/9/7 3:57,42163.8215
2022/9/8 12:40,42163.6418
2022/9/9 15:16,42163.4755
2022/9/10 15:13,42163.3161
2022/9/11 14:43,42163.1512
2022/9/12 2:46,42163.0674
2022/9/13 2:52,42162.8945
2022/9/14 1:16,42162.7336
2022/9/15 19:49,42165.9882
2022/9/16 15:15,42165.864
2022/9/17 13:00,42165.7311
2022/9/18 12:01,42165.5991
2022/9/19 12:07,42165.4684
2022/9/20 15:40,42165.3299
2022/9/21 16:56,42165.2119
2022/9/22 12:26,42165.1239
2022/9/23 12:33,42165.021
2022/9/24 2:19,42164.9655
2022/9/25 11:02,42164.8323
2022/9/26 12:52,42164.7294
2022/9/27 12:58,42164.6347
2022/9/28 15:00,42164.5321
2022/9/29 13:11,42164.4429
2022/9/30 15:12,42164.3364
2022/10/1 15:17,42164.2335
2022/10/2 11:46,42164.1436
2022/10/3 13:36,42164.0205
2022/10/4 11:59,42163.9081
2022/10/5 12:06,42163.7755
2022/10/6 12:12,42163.6314
2022/10/7 16:54,42163.4458
2022/10/8 12:29,42163.3144
2022/10/9 14:14,42163.1336
2022/10/10 13:50,42162.9659
2022/10/11 23:04,42166.1749
2022/10/12 20:01,42166.1289
2022/10/13 12:56,42166.0213
2022/10/14 11:19,42165.8822
2022/10/15 11:25,42165.7373
2022/10/16 13:15,42165.5909
2022/10/17 13:21,42165.4648
2022/10/18 11:44,42165.3569
2022/10/19 12:40,42165.2411
2022/10/20 12:25,42165.1385
2022/10/21 12:03,42165.042
2022/10/22 12:09,42164.9456
2022/10/23 11:36,42164.8542
2022/10/24 12:21,42164.758
2022/10/25 0:24,42164.7079
2022/10/26 12:34,42164.5688
2022/10/27 11:37,42164.4757
2022/10/28 20:38,42164.3356
2022/10/29 22:36,42164.2184
2022/10/30 21:08,42164.1108
2022/10/31 14:03,42164.0261
2022/11/1 11:28,42163.912
